ID,AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,TYPE_OF_VEHICLE,OUTCOME
80048,40-64,male,20-29y,university,middle class,0.6233492376569576,1.0,before 2015,1.0,1.0,10238,9000.0,1,0,0,Sedan,1.0
2624,65+,male,0-9y,university,working class,0.6104626627111317,1.0,after 2015,1.0,1.0,10238,17000.0,2,0,0,SUV,1.0
498234,40-64,male,0-9y,high school,poverty,0.4372724439790957,1.0,before 2015,1.0,0.0,10238,12000.0,0,0,0,HatchBack,0.0
295008,65+,female,0-9y,high school,upper class,0.6044353498262754,1.0,after 2015,0.0,0.0,10238,11000.0,0,0,0,SUV,0.0
50630,16-25,male,30y+,university,working class,0.6814519175449087,0.0,before 2015,0.0,0.0,31241,13000.0,0,0,1,HatchBack,0.0
811922,40-64,male,10-19y,high school,upper class,0.5329699552134072,1.0,after 2015,1.0,1.0,10238,10000.0,0,0,0,SUV,0.0
306230,65+,male,20-29y,university,poverty,0.4330929084553382,0.0,before 2015,1.0,0.0,10238,14000.0,1,0,0,Sedan,1.0
40639,40-64,female,20-29y,high school,working class,0.6301240498794963,1.0,before 2015,1.0,0.0,10238,17000.0,1,0,0,Sedan,0.0
53394,65+,male,30y+,high school,upper class,0.6377184625816262,1.0,after 2015,1.0,0.0,35352,7000.0,0,0,1,Sports Car,1.0
464198,40-64,male,10-19y,high school,upper class,0.6449026025705573,1.0,after 2015,0.0,1.0,92101,10000.0,0,0,0,Sedan,1.0
730350,65+,male,10-19y,high school,poverty,0.806003204960308,1.0,after 2015,0.0,0.0,10238,16000.0,0,0,0,Sedan,0.0
801277,65+,female,20-29y,high school,working class,0.4835539718181532,1.0,before 2015,0.0,1.0,10238,13000.0,3,0,0,Sports Car,1.0
621664,65+,female,10-19y,high school,middle class,0.5275960760767577,1.0,before 2015,0.0,1.0,10238,9000.0,0,0,0,SUV,1.0
445455,40-64,male,10-19y,university,upper class,0.4696579175850323,1.0,after 2015,1.0,1.0,10238,14000.0,0,0,0,Sports Car,0.0
909393,65+,female,20-29y,high school,working class,0.8090110301668192,0.0,before 2015,1.0,0.0,10238,10000.0,0,0,2,Sports Car,1.0
152216,65+,male,20-29y,university,upper class,0.1795494956741836,1.0,before 2015,1.0,1.0,10238,9000.0,0,0,0,Sedan,1.0
672452,16-25,male,10-19y,university,upper class,0.7608443975306761,1.0,after 2015,0.0,0.0,10238,13000.0,0,1,1,SUV,1.0
539204,16-25,female,20-29y,none,poverty,0.3974761760260393,1.0,after 2015,0.0,1.0,10238,17000.0,0,0,0,Sports Car,0.0
108182,40-64,male,0-9y,none,upper class,0.5951465172818671,0.0,after 2015,1.0,1.0,10238,10000.0,0,0,0,HatchBack,0.0
102089,26-39,female,10-19y,university,working class,0.5656987273930216,1.0,after 2015,0.0,1.0,10238,10000.0,0,0,0,HatchBack,0.0
164502,40-64,female,10-19y,high school,poverty,0.93404387973619,1.0,after 2015,0.0,0.0,10238,13000.0,1,0,0,Sports Car,0.0
69124,40-64,male,0-9y,none,working class,0.5404117373568816,1.0,before 2015,1.0,0.0,10238,9000.0,3,0,0,SUV,1.0
118161,65+,female,20-29y,high school,working class,0.6254346025628917,1.0,after 2015,1.0,0.0,10238,11000.0,0,0,0,HatchBack,0.0
63746,16-25,male,30y+,university,upper class,0.4792761207172745,1.0,after 2015,1.0,1.0,10238,16000.0,0,0,1,HatchBack,1.0
584999,40-64,male,30y+,high school,upper class,0.599411237654512,1.0,after 2015,1.0,1.0,10238,11000.0,0,0,7,Sedan,0.0
854871,16-25,male,20-29y,high school,upper class,0.7138223429053978,1.0,before 2015,1.0,0.0,10238,7000.0,1,0,2,Sedan,0.0
53012,65+,male,10-19y,high school,working class,0.4992558939376585,0.0,before 2015,0.0,1.0,34788,15000.0,1,0,0,Sports Car,0.0
13318,65+,male,0-9y,high school,upper class,0.7677069977575909,1.0,after 2015,0.0,1.0,32733,12000.0,1,0,0,Sports Car,0.0
295619,65+,male,10-19y,high school,working class,0.9521285238479048,1.0,after 2015,0.0,0.0,10238,14000.0,0,0,0,SUV,1.0
231173,65+,male,0-9y,none,upper class,0.6115480094618745,1.0,after 2015,0.0,1.0,10238,12000.0,1,0,0,Sports Car,0.0
564560,40-64,male,0-9y,high school,upper class,0.5020986388554289,0.0,before 2015,1.0,1.0,10238,9000.0,0,0,4,HatchBack,1.0
7162,16-25,female,10-19y,high school,upper class,0.5749333942126409,1.0,after 2015,1.0,0.0,32576,14000.0,0,0,1,Sports Car,0.0
400135,40-64,male,0-9y,none,upper class,0.3880249221144176,1.0,before 2015,1.0,1.0,10238,14000.0,2,0,0,SUV,1.0
162316,65+,female,0-9y,high school,upper class,0.7801103321851026,1.0,after 2015,1.0,0.0,10238,11000.0,1,0,0,Sedan,1.0
611701,40-64,female,0-9y,high school,poverty,0.6438106613488082,1.0,before 2015,0.0,1.0,10238,10000.0,0,0,0,Sports Car,0.0
49961,40-64,male,0-9y,high school,poverty,0.532547290036214,1.0,after 2015,0.0,1.0,10238,10000.0,0,0,0,Sports Car,0.0
995504,40-64,female,0-9y,high school,upper class,0.5377663362279615,0.0,after 2015,1.0,1.0,10238,2000.0,0,0,0,Sedan,0.0
74248,65+,female,20-29y,high school,middle class,0.4912272727669994,1.0,before 2015,0.0,0.0,33224,13000.0,0,0,2,HatchBack,1.0
236682,16-25,male,20-29y,high school,working class,0.9322961001831374,1.0,after 2015,1.0,1.0,10238,9000.0,0,0,0,Sports Car,1.0
47232,26-39,male,0-9y,none,working class,0.4772016525809254,1.0,after 2015,0.0,0.0,10238,12000.0,4,0,0,HatchBack,0.0
723904,40-64,male,0-9y,high school,working class,0.4654005151648379,1.0,before 2015,0.0,1.0,33791,10000.0,0,0,1,SUV,0.0
25938,65+,male,10-19y,high school,middle class,0.2723478173254786,1.0,after 2015,1.0,1.0,10238,11000.0,0,0,0,HatchBack,0.0
555752,65+,female,10-19y,university,poverty,0.5177509550130481,0.0,before 2015,1.0,1.0,10238,9000.0,1,0,3,SUV,1.0
217317,26-39,male,10-19y,high school,upper class,0.6042563143557111,0.0,before 2015,1.0,0.0,10238,10000.0,0,0,0,HatchBack,0.0
373599,65+,male,30y+,none,working class,0.5831739037298319,1.0,after 2015,0.0,1.0,10238,13000.0,0,0,4,Sports Car,0.0
296876,26-39,male,10-19y,high school,working class,0.8285046383072088,1.0,before 2015,1.0,1.0,10238,7000.0,0,2,0,Sports Car,1.0
460169,40-64,male,0-9y,university,upper class,0.4577005526115448,1.0,after 2015,0.0,1.0,10238,8000.0,0,0,0,Sports Car,1.0
450594,65+,male,10-19y,university,working class,0.6424916581252142,0.0,before 2015,0.0,0.0,10238,11000.0,1,1,0,Sports Car,0.0
349418,65+,female,0-9y,none,poverty,0.5341784120248988,1.0,before 2015,1.0,0.0,43311,3000.0,0,0,0,Sedan,0.0
276822,40-64,male,10-19y,high school,working class,0.4723038676443047,1.0,before 2015,0.0,0.0,10238,15000.0,1,1,0,SUV,1.0
111731,40-64,male,20-29y,none,poverty,0.6223282816252824,1.0,after 2015,1.0,1.0,34594,13000.0,0,0,0,Sports Car,1.0
635086,65+,female,0-9y,high school,working class,0.528990150285811,1.0,before 2015,1.0,0.0,92101,8000.0,0,0,2,Sports Car,0.0
520218,65+,male,10-19y,university,poverty,0.4491963430320335,1.0,before 2015,1.0,0.0,29880,13000.0,0,0,0,HatchBack,0.0
2091,65+,male,20-29y,none,upper class,0.4788802264704999,1.0,after 2015,0.0,0.0,10238,10000.0,0,0,0,Sedan,1.0
75025,40-64,female,20-29y,high school,working class,0.4554986279779119,0.0,after 2015,1.0,1.0,30844,14000.0,1,0,5,Sports Car,0.0
697225,40-64,male,0-9y,university,middle class,0.4014195106986875,1.0,before 2015,1.0,1.0,10238,10000.0,3,0,0,Sports Car,1.0
445870,16-25,male,30y+,university,upper class,0.383878549197897,1.0,before 2015,1.0,1.0,10238,9000.0,0,0,0,Sports Car,0.0
301133,40-64,male,0-9y,none,upper class,0.603707144402392,1.0,before 2015,1.0,0.0,10238,11000.0,0,0,1,Sports Car,1.0
917349,26-39,male,20-29y,university,middle class,0.4390458628148483,1.0,after 2015,0.0,1.0,10238,10000.0,6,0,0,Sedan,0.0
46312,26-39,male,20-29y,high school,middle class,0.7313677259839912,1.0,before 2015,0.0,0.0,36537,6000.0,2,0,0,Sedan,0.0
860865,40-64,female,10-19y,university,poverty,0.7401210251868402,1.0,after 2015,1.0,0.0,29737,9000.0,0,0,0,Sedan,1.0
349257,26-39,male,20-29y,university,middle class,0.585990562592825,0.0,after 2015,1.0,1.0,10238,15000.0,0,1,0,HatchBack,0.0
656682,26-39,female,10-19y,university,upper class,0.4034365916002955,1.0,before 2015,0.0,0.0,10238,12000.0,1,0,0,SUV,1.0
969306,40-64,male,0-9y,high school,poverty,0.4391622660421689,1.0,before 2015,0.0,1.0,10238,14000.0,1,0,0,Sports Car,1.0
23823,40-64,male,10-19y,none,working class,0.4597407601874598,0.0,after 2015,0.0,0.0,10238,13000.0,0,0,3,Sports Car,0.0
654006,65+,male,20-29y,high school,middle class,0.8219972770732062,1.0,before 2015,0.0,0.0,10238,14000.0,1,0,0,Sports Car,0.0
458596,40-64,male,20-29y,none,upper class,0.6679371028943455,1.0,after 2015,1.0,1.0,10238,11000.0,3,0,0,HatchBack,0.0
568933,65+,female,10-19y,high school,upper class,0.4165389070038569,1.0,after 2015,0.0,0.0,27833,13000.0,0,0,0,SUV,0.0
605036,65+,female,30y+,high school,working class,0.413428775441461,1.0,before 2015,0.0,0.0,10238,10000.0,0,0,0,Sports Car,0.0
23737,40-64,female,20-29y,high school,middle class,0.4699395168035765,1.0,before 2015,0.0,1.0,10238,14000.0,1,0,0,HatchBack,1.0
232175,65+,male,20-29y,university,upper class,0.3822338357528736,1.0,after 2015,1.0,1.0,10238,14000.0,5,0,0,SUV,1.0
637309,26-39,female,20-29y,none,upper class,0.5570407911572314,1.0,before 2015,1.0,0.0,10238,9000.0,2,0,1,Sedan,1.0
996210,40-64,female,0-9y,high school,working class,0.6977763352645272,1.0,before 2015,1.0,1.0,10238,10000.0,1,0,0,Sports Car,0.0
291945,65+,male,20-29y,high school,working class,0.7037300338845811,1.0,after 2015,1.0,0.0,10238,14000.0,0,0,0,HatchBack,0.0
784048,65+,male,10-19y,none,middle class,0.7149160145315792,1.0,before 2015,0.0,0.0,10238,9000.0,0,0,0,Sports Car,1.0
326895,40-64,male,0-9y,high school,poverty,0.761931604631428,0.0,before 2015,1.0,1.0,38140,9000.0,0,0,0,Sedan,1.0
737494,16-25,female,0-9y,high school,working class,0.7944838608639533,0.0,before 2015,0.0,0.0,33959,11000.0,0,0,6,HatchBack,0.0
794148,40-64,male,20-29y,none,middle class,0.7676053387156708,1.0,before 2015,1.0,0.0,92101,10000.0,0,0,1,Sedan,0.0
193751,40-64,male,0-9y,university,working class,0.7937629524591454,1.0,after 2015,0.0,1.0,10238,8000.0,0,0,1,Sedan,1.0
350368,16-25,male,0-9y,university,working class,0.5396496010358431,0.0,before 2015,1.0,0.0,34919,16000.0,3,0,0,Sedan,1.0
378723,65+,male,10-19y,none,poverty,0.5399973803837635,0.0,after 2015,0.0,1.0,10238,15000.0,0,0,0,SUV,0.0
301156,26-39,male,20-29y,high school,middle class,0.5828115004820764,1.0,after 2015,1.0,1.0,10238,9000.0,0,0,0,SUV,0.0
435544,40-64,male,0-9y,university,working class,0.4221135026328218,1.0,after 2015,1.0,0.0,92066,10000.0,0,0,0,SUV,1.0
655105,65+,male,20-29y,university,middle class,0.6778047399414079,1.0,before 2015,1.0,1.0,10238,13000.0,1,0,0,Sports Car,1.0
408173,40-64,male,20-29y,high school,poverty,0.5961965145806983,1.0,after 2015,1.0,1.0,10238,7000.0,0,0,0,SUV,0.0
789314,65+,female,10-19y,high school,upper class,0.2300051016869356,1.0,before 2015,0.0,1.0,10238,4000.0,0,0,0,SUV,1.0
445827,26-39,male,0-9y,high school,upper class,0.4696843857187656,1.0,after 2015,1.0,1.0,10238,9000.0,0,0,1,Sports Car,0.0
82737,26-39,male,0-9y,high school,poverty,0.3685588510952137,1.0,before 2015,0.0,0.0,31617,10000.0,1,0,0,HatchBack,0.0
443403,40-64,male,0-9y,high school,upper class,0.3807431595432211,1.0,after 2015,0.0,0.0,10238,11000.0,2,0,0,Sports Car,0.0
791752,65+,female,0-9y,none,poverty,0.7155163245861311,0.0,after 2015,0.0,0.0,10238,11000.0,4,0,0,Sedan,1.0
26985,65+,female,0-9y,high school,upper class,0.7950433364476283,1.0,before 2015,1.0,0.0,35840,11000.0,2,0,0,Sedan,0.0
162654,65+,female,0-9y,high school,working class,0.373651292374785,1.0,after 2015,0.0,1.0,37408,14000.0,0,0,0,SUV,0.0
25037,16-25,male,10-19y,university,working class,0.7667646191284934,1.0,after 2015,0.0,0.0,10238,12000.0,4,0,0,Sports Car,1.0
223667,40-64,male,0-9y,university,upper class,0.5033535192049375,1.0,before 2015,1.0,0.0,10238,14000.0,0,0,0,Sports Car,1.0
259464,26-39,female,10-19y,high school,poverty,0.7620182927344815,0.0,before 2015,0.0,0.0,10238,10000.0,0,0,1,SUV,0.0
887450,16-25,male,30y+,university,middle class,0.6229582503525344,1.0,after 2015,1.0,1.0,10238,10000.0,4,0,0,Sedan,0.0
654484,26-39,male,0-9y,high school,upper class,0.6585488620392468,1.0,before 2015,1.0,1.0,92101,14000.0,0,0,0,SUV,1.0
209367,40-64,female,20-29y,university,poverty,0.8063161295408757,1.0,after 2015,1.0,1.0,32868,10000.0,0,0,0,SUV,0.0
414897,16-25,female,0-9y,none,upper class,0.5422119183493976,0.0,after 2015,0.0,0.0,29726,10000.0,0,0,0,HatchBack,1.0
186595,16-25,male,0-9y,university,upper class,0.7714309744774852,1.0,before 2015,1.0,1.0,10238,14000.0,0,0,0,Sports Car,0.0
99135,65+,female,0-9y,university,middle class,0.5343074890834708,0.0,after 2015,1.0,0.0,10238,15000.0,1,3,1,Sports Car,0.0
312329,65+,male,0-9y,high school,upper class,0.585874900535946,1.0,before 2015,1.0,1.0,10238,10000.0,2,0,0,Sports Car,1.0
377521,65+,female,10-19y,high school,upper class,0.6253755323045285,1.0,before 2015,0.0,1.0,10238,11000.0,0,0,0,SUV,0.0
475772,65+,male,20-29y,none,working class,0.6930719799993441,1.0,before 2015,1.0,0.0,10238,10000.0,0,0,0,Sports Car,1.0
281204,40-64,male,20-29y,university,poverty,0.514627042179333,1.0,after 2015,1.0,0.0,10238,7000.0,0,0,0,SUV,0.0
217330,16-25,female,20-29y,high school,upper class,0.5944933526316754,0.0,before 2015,0.0,0.0,35352,13000.0,0,0,0,HatchBack,0.0
238898,40-64,male,20-29y,none,upper class,0.4851374033184348,1.0,before 2015,0.0,1.0,10238,15000.0,4,0,0,HatchBack,1.0
384217,65+,male,20-29y,high school,working class,0.3996555824467812,0.0,before 2015,1.0,0.0,10238,11000.0,0,0,0,Sports Car,0.0
962799,16-25,male,0-9y,high school,upper class,0.5000194350571344,1.0,after 2015,0.0,1.0,29225,11000.0,2,0,0,Sedan,1.0
449375,65+,female,20-29y,none,upper class,0.799595595729403,0.0,before 2015,0.0,1.0,10238,9000.0,1,0,0,SUV,1.0
6502,16-25,male,20-29y,university,upper class,0.4748508400230518,1.0,before 2015,0.0,1.0,35101,14000.0,1,0,1,Sports Car,0.0
338920,26-39,female,10-19y,high school,upper class,0.6016990061875952,1.0,before 2015,1.0,0.0,10238,11000.0,0,0,0,Sedan,1.0
74518,26-39,male,10-19y,none,upper class,0.6574063143881386,1.0,before 2015,1.0,0.0,10238,15000.0,0,0,0,Sedan,0.0
394520,65+,female,30y+,high school,poverty,0.5727044631574018,0.0,before 2015,0.0,1.0,18458,14000.0,1,0,0,Sports Car,0.0
662410,16-25,male,30y+,high school,working class,0.6157475883105612,1.0,after 2015,1.0,0.0,10238,10000.0,1,0,1,HatchBack,0.0
154806,40-64,male,20-29y,high school,middle class,0.5177128097953972,1.0,before 2015,0.0,0.0,10238,10000.0,1,0,0,Sports Car,0.0
433691,40-64,female,20-29y,high school,working class,0.6502634928398107,0.0,after 2015,0.0,0.0,31922,14000.0,0,0,0,Sedan,1.0
470663,40-64,female,0-9y,high school,middle class,0.4665351086714394,0.0,before 2015,0.0,1.0,33704,10000.0,2,0,0,SUV,0.0
55782,26-39,male,0-9y,high school,upper class,0.6845057961396198,1.0,after 2015,0.0,0.0,10238,6000.0,0,0,0,Sedan,0.0
81012,40-64,male,10-19y,high school,upper class,0.7838634912788605,0.0,before 2015,1.0,1.0,10238,13000.0,1,0,0,Sedan,1.0
356427,65+,female,0-9y,university,upper class,0.8697129578429597,1.0,before 2015,0.0,1.0,10238,11000.0,1,0,0,Sports Car,0.0
345791,26-39,female,0-9y,high school,poverty,0.6580441091387448,1.0,after 2015,0.0,1.0,10238,14000.0,0,0,0,Sports Car,0.0
338275,26-39,male,0-9y,university,upper class,0.661495917006754,1.0,before 2015,1.0,1.0,32019,14000.0,1,4,1,Sedan,0.0
240671,65+,male,0-9y,university,upper class,0.694818207548098,1.0,before 2015,0.0,0.0,10238,10000.0,0,0,1,SUV,0.0
131291,40-64,male,10-19y,high school,upper class,0.4702468087225913,1.0,before 2015,0.0,0.0,10238,11000.0,1,0,0,Sports Car,0.0
802871,65+,male,20-29y,university,upper class,0.7016679859624142,1.0,after 2015,0.0,0.0,10238,7000.0,0,0,0,SUV,1.0
501972,40-64,male,0-9y,high school,middle class,0.4750580844753634,1.0,after 2015,0.0,1.0,92097,15000.0,0,0,0,SUV,0.0
696937,40-64,male,20-29y,none,working class,0.4504947459168117,1.0,before 2015,1.0,1.0,10238,9000.0,0,0,0,Sports Car,0.0
824898,65+,male,30y+,university,upper class,0.6485853147201813,0.0,before 2015,1.0,0.0,10238,14000.0,0,0,0,Sedan,0.0
267815,16-25,male,30y+,high school,upper class,0.8500063840481157,0.0,before 2015,1.0,0.0,10238,6000.0,0,0,0,Sedan,0.0
966650,16-25,male,20-29y,none,upper class,0.6216331796555506,1.0,before 2015,0.0,0.0,10238,9000.0,0,0,0,SUV,0.0
189772,26-39,male,20-29y,high school,working class,0.7138206852232565,1.0,after 2015,1.0,1.0,10238,7000.0,0,0,0,SUV,1.0
921066,65+,female,0-9y,high school,upper class,0.664340969598569,1.0,after 2015,1.0,0.0,10238,13000.0,0,0,0,Sports Car,1.0
176450,16-25,female,0-9y,high school,middle class,0.5726941412738968,1.0,before 2015,0.0,0.0,30515,7000.0,0,0,4,Sedan,0.0
48063,65+,male,10-19y,high school,upper class,0.7357320484274239,1.0,before 2015,1.0,1.0,31991,16000.0,0,0,0,HatchBack,0.0
583575,40-64,male,20-29y,high school,poverty,0.4713400901682487,1.0,before 2015,1.0,0.0,10238,14000.0,0,0,0,Sports Car,0.0
525562,40-64,male,0-9y,university,middle class,0.5972380970466225,0.0,before 2015,1.0,0.0,10238,5000.0,1,0,0,HatchBack,0.0
699185,65+,female,0-9y,university,poverty,0.3433140874483159,1.0,before 2015,0.0,1.0,34346,12000.0,0,0,0,Sports Car,0.0
336163,40-64,female,20-29y,university,poverty,0.5649988237798278,1.0,before 2015,0.0,0.0,36022,13000.0,1,0,3,Sedan,0.0
809557,40-64,female,10-19y,high school,upper class,0.5957834675068391,1.0,before 2015,1.0,0.0,10238,10000.0,1,2,2,HatchBack,0.0
356019,26-39,female,30y+,university,working class,0.6770850719587425,1.0,before 2015,1.0,0.0,31550,14000.0,0,0,0,Sports Car,0.0
74836,40-64,male,10-19y,university,poverty,0.5316056498431052,1.0,after 2015,0.0,1.0,10238,7000.0,2,0,0,Sedan,1.0
804740,65+,male,10-19y,university,poverty,0.7351311611351503,1.0,after 2015,1.0,0.0,10238,11000.0,0,0,0,HatchBack,0.0
167219,65+,male,20-29y,university,poverty,0.4349088733718024,1.0,after 2015,0.0,1.0,33443,9000.0,0,0,2,Sports Car,1.0
304944,65+,male,10-19y,high school,upper class,0.5515405252180728,1.0,before 2015,1.0,0.0,10238,7000.0,2,0,0,Sports Car,0.0
849527,65+,male,0-9y,university,upper class,0.7576401377198668,0.0,before 2015,0.0,0.0,10238,14000.0,1,0,0,SUV,0.0
66563,40-64,female,0-9y,high school,upper class,0.4690559556682185,1.0,after 2015,0.0,1.0,10238,10000.0,4,0,0,Sports Car,0.0
7046,65+,male,10-19y,none,upper class,0.4528255773651863,1.0,after 2015,1.0,1.0,36258,10000.0,0,0,1,Sports Car,0.0
746296,40-64,male,0-9y,university,poverty,0.5400641959008899,1.0,before 2015,0.0,1.0,10238,11000.0,0,0,0,Sedan,0.0
597732,40-64,male,20-29y,high school,upper class,0.5022042265472497,1.0,before 2015,1.0,0.0,10238,14000.0,0,0,1,HatchBack,0.0
591325,40-64,female,20-29y,high school,upper class,0.4495429396023652,1.0,after 2015,0.0,1.0,10238,13000.0,0,0,0,Sports Car,0.0
703637,65+,female,0-9y,high school,middle class,0.5473251289038774,1.0,before 2015,1.0,1.0,32823,13000.0,0,0,1,Sedan,0.0
870899,65+,female,0-9y,university,poverty,0.5498461963726162,1.0,before 2015,1.0,1.0,10238,13000.0,0,0,0,Sedan,1.0
991812,40-64,female,10-19y,high school,upper class,0.6973685121061852,1.0,before 2015,0.0,1.0,10238,12000.0,0,0,1,Sports Car,1.0
420287,26-39,female,20-29y,high school,poverty,0.5219927002889121,1.0,after 2015,1.0,0.0,29050,6000.0,2,0,0,Sports Car,0.0
915426,65+,female,0-9y,none,working class,0.7268821765334822,1.0,after 2015,0.0,0.0,10238,6000.0,0,0,1,Sports Car,0.0
524552,65+,female,10-19y,high school,upper class,0.6021879522079383,1.0,before 2015,1.0,0.0,34139,15000.0,1,0,1,SUV,0.0
994227,65+,female,20-29y,university,working class,0.5827716203644592,1.0,before 2015,1.0,0.0,10238,10000.0,0,0,0,Sedan,1.0
370589,16-25,male,20-29y,none,working class,0.7704369340911521,0.0,after 2015,1.0,1.0,10238,10000.0,1,0,1,Sedan,0.0
5894,26-39,female,30y+,none,upper class,0.7619041091269402,1.0,after 2015,0.0,1.0,10238,9000.0,0,0,0,Sedan,0.0
434025,65+,male,20-29y,university,upper class,0.5494717161538213,1.0,after 2015,0.0,1.0,10238,3000.0,0,0,0,Sedan,1.0
577712,40-64,female,10-19y,high school,upper class,0.6267207929958574,1.0,after 2015,1.0,1.0,34307,9000.0,0,0,0,HatchBack,1.0
9264,65+,male,0-9y,none,upper class,0.6376414520834851,1.0,before 2015,1.0,0.0,10238,14000.0,0,0,0,Sedan,0.0
20564,26-39,male,20-29y,university,working class,0.6570226273046006,1.0,before 2015,1.0,0.0,10238,7000.0,0,0,0,Sedan,0.0
354512,26-39,male,10-19y,high school,working class,0.570506900461934,1.0,before 2015,1.0,1.0,10238,10000.0,0,0,7,Sedan,0.0
191531,26-39,female,20-29y,university,upper class,0.6420410733297788,0.0,before 2015,0.0,0.0,10238,10000.0,0,0,0,SUV,0.0
447803,16-25,male,20-29y,none,upper class,0.7906612844249841,0.0,before 2015,1.0,0.0,10238,10000.0,1,0,0,HatchBack,1.0
291746,40-64,male,20-29y,none,upper class,0.6248216058182395,1.0,before 2015,1.0,1.0,10238,14000.0,0,0,0,Sports Car,0.0
264758,40-64,male,20-29y,high school,upper class,0.6176819008670243,1.0,before 2015,0.0,0.0,92100,9000.0,0,0,0,SUV,0.0
710500,26-39,female,10-19y,none,working class,0.5682785130771494,1.0,after 2015,0.0,0.0,33089,13000.0,0,0,0,Sports Car,1.0
16618,26-39,female,20-29y,none,upper class,0.5295190885285418,1.0,before 2015,1.0,1.0,30888,15000.0,0,0,0,HatchBack,1.0
596768,65+,male,10-19y,none,middle class,0.6378754461256296,1.0,after 2015,0.0,1.0,10238,14000.0,0,0,0,Sedan,0.0
423036,26-39,male,0-9y,high school,upper class,0.4696359183178296,1.0,before 2015,1.0,0.0,10238,3000.0,0,0,0,Sports Car,1.0
167466,26-39,female,10-19y,university,middle class,0.4871740276979412,1.0,after 2015,1.0,0.0,10238,16000.0,3,0,0,SUV,1.0
76909,26-39,male,30y+,high school,working class,0.6280115491645994,0.0,after 2015,0.0,1.0,10238,7000.0,0,0,1,Sedan,1.0
54764,65+,female,0-9y,none,upper class,0.7459337752267725,1.0,before 2015,0.0,1.0,37786,11000.0,0,0,0,Sports Car,1.0
941087,26-39,female,10-19y,university,working class,0.7610857727188198,1.0,after 2015,1.0,0.0,10238,11000.0,0,0,0,Sports Car,1.0
149033,65+,male,0-9y,university,upper class,0.7570337401926953,1.0,after 2015,0.0,0.0,10238,13000.0,2,0,0,Sports Car,0.0
334876,40-64,female,10-19y,university,poverty,0.5868590175573696,1.0,before 2015,0.0,1.0,10238,14000.0,0,0,1,Sports Car,0.0
954007,40-64,female,20-29y,high school,upper class,0.6774103413085094,0.0,after 2015,1.0,0.0,36231,10000.0,0,0,0,Sports Car,0.0
96195,26-39,female,0-9y,high school,middle class,0.4741419091963528,0.0,before 2015,1.0,0.0,34255,9000.0,0,0,0,HatchBack,0.0
685125,65+,male,30y+,university,working class,0.7043129367966079,1.0,after 2015,1.0,1.0,10238,9000.0,0,0,0,Sedan,0.0
26464,26-39,female,0-9y,high school,poverty,0.7844845617538543,1.0,before 2015,0.0,0.0,10238,12000.0,0,0,0,Sedan,0.0
913712,40-64,male,10-19y,high school,upper class,0.4674711077112229,1.0,before 2015,1.0,0.0,10238,9000.0,0,0,0,Sedan,1.0
251072,26-39,female,10-19y,university,upper class,0.7068892002531525,1.0,after 2015,0.0,1.0,36933,10000.0,0,0,0,Sedan,0.0
605227,40-64,female,10-19y,university,upper class,0.7751182140462789,1.0,after 2015,0.0,1.0,10238,16000.0,0,0,0,HatchBack,0.0
350426,65+,male,20-29y,university,upper class,0.4325563149504242,1.0,before 2015,1.0,1.0,10238,10000.0,0,0,0,Sports Car,1.0
270865,65+,male,10-19y,high school,poverty,0.4919229742194958,1.0,before 2015,1.0,0.0,10238,4000.0,0,0,0,SUV,1.0
338789,40-64,female,0-9y,none,upper class,0.7991547269355224,1.0,before 2015,1.0,1.0,10238,14000.0,1,0,2,Sports Car,1.0
25606,65+,female,0-9y,high school,upper class,0.6289194225262718,1.0,before 2015,0.0,1.0,10238,10000.0,0,0,1,HatchBack,0.0
56434,16-25,male,10-19y,university,upper class,0.4599563970218454,1.0,after 2015,1.0,1.0,37091,11000.0,0,0,0,HatchBack,0.0
589788,26-39,female,0-9y,high school,upper class,0.8048867286391934,0.0,after 2015,0.0,0.0,10238,12000.0,0,0,2,Sedan,1.0
668294,40-64,female,10-19y,none,poverty,0.7267175847198527,1.0,after 2015,1.0,0.0,10238,13000.0,0,0,0,HatchBack,0.0
209565,65+,male,30y+,high school,upper class,0.568631688205614,1.0,after 2015,1.0,0.0,10238,11000.0,0,0,0,HatchBack,1.0
51642,40-64,male,20-29y,university,upper class,0.6808639124026288,1.0,after 2015,1.0,1.0,34842,3000.0,2,0,0,Sports Car,1.0
286962,40-64,female,20-29y,high school,upper class,0.5809131146662232,1.0,after 2015,0.0,1.0,10238,13000.0,0,0,3,Sports Car,1.0
229649,65+,male,0-9y,university,upper class,0.5435378069100916,1.0,after 2015,0.0,0.0,10238,7000.0,0,0,0,Sedan,1.0
571693,40-64,male,20-29y,high school,working class,0.5054428113297839,1.0,after 2015,1.0,1.0,10238,11000.0,0,0,0,Sedan,1.0
554697,16-25,male,0-9y,none,upper class,0.6996137246490727,1.0,after 2015,1.0,1.0,10238,13000.0,0,0,1,Sports Car,0.0
277178,65+,male,10-19y,university,working class,0.6253812496483095,1.0,before 2015,1.0,1.0,29514,8000.0,2,0,0,SUV,0.0
